function_id,user_id,accurate,adequate,concise,similarity,source,text,text.1,bleu,b1,b2,b3,b4,bleu_cat
8,6,4,2,1,3,alex1,load the file,loads the image from a file,6.056071959384271e-232,0.24525296078096154,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,1
9,1,4,1,2,2,reference,node list method count the immediate children of this node,returns the number of the last modified list,1.1103055738259992e-231,0.2920502936517768,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,2
9,3,1,4,1,1,alex1,returns the number of the last modified list,node list method count the immediate children of this node,1.1103055738259992e-231,0.2920502936517768,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,2
9,4,3,2,2,2,alex1,returns the number of the last modified list,node list method count the immediate children of this node,1.1103055738259992e-231,0.2920502936517768,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,2
9,6,3,1,3,3,reference,node list method count the immediate children of this node,returns the number of the last modified list,1.1103055738259992e-231,0.2920502936517768,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,2
10,1,1,4,4,1,reference,introduced in dom level 2,returns the attribute of the given namespace,0.0,0.0,0.0,0.0,0.0,1
10,3,4,2,1,1,alex1,returns the attribute of the given namespace,introduced in dom level 2,0.0,0.0,0.0,0.0,0.0,1
10,4,2,4,3,1,reference,introduced in dom level 2,returns the attribute of the given namespace,0.0,0.0,0.0,0.0,0.0,1
10,6,4,1,1,1,alex1,returns the attribute of the given namespace,introduced in dom level 2,0.0,0.0,0.0,0.0,0.0,1
11,1,4,1,1,4,reference,returns a page context,get the page context for the given page,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
11,3,4,1,1,3,alex1,get the page context for the given page,returns a page context,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
11,4,4,2,2,3,alex1,get the page context for the given page,returns a page context,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
11,6,4,3,1,3,reference,returns a page context,get the page context for the given page,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
12,1,4,1,1,3,reference,open a window to start the import process,opens a new window window,7.951455490316087e-232,0.21952465443761057,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,1
12,3,4,2,1,1,alex1,opens a new window window,open a window to start the import process,7.951455490316087e-232,0.21952465443761057,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,1
12,4,4,2,2,1,reference,open a window to start the import process,opens a new window window,7.951455490316087e-232,0.21952465443761057,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,1
12,6,3,4,1,3,alex1,opens a new window window,open a window to start the import process,7.951455490316087e-232,0.21952465443761057,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,1
13,1,4,1,1,2,reference,notifies all views to de register from their view controllers,close the <UNK>,0.0,0.0,0.0,0.0,0.0,1
13,3,2,3,1,1,alex1,close the <UNK>,notifies all views to de register from their view controllers,0.0,0.0,0.0,0.0,0.0,1
13,4,2,4,1,2,alex1,close the <UNK>,notifies all views to de register from their view controllers,0.0,0.0,0.0,0.0,0.0,1
13,6,3,1,1,1,reference,notifies all views to de register from their view controllers,close the <UNK>,0.0,0.0,0.0,0.0,0.0,1
14,1,4,3,1,2,reference,method to handle initialisation tasks,initialize the list of the data,0.0,0.0,0.0,0.0,0.0,1
14,3,4,1,1,1,alex1,initialize the list of the data,method to handle initialisation tasks,0.0,0.0,0.0,0.0,0.0,1
14,4,3,3,2,2,reference,method to handle initialisation tasks,initialize the list of the data,0.0,0.0,0.0,0.0,0.0,1
14,6,4,2,1,2,alex1,initialize the list of the data,method to handle initialisation tasks,0.0,0.0,0.0,0.0,0.0,1
15,1,3,3,2,2,reference,called when file status information has been received,a file info generated for the file,9.709385502639237e-232,0.12383969996431167,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,2
15,3,3,3,1,2,alex1,a file info generated for the file,called when file status information has been received,9.709385502639237e-232,0.12383969996431167,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,2
15,4,1,3,2,1,alex1,a file info generated for the file,called when file status information has been received,9.709385502639237e-232,0.12383969996431167,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,2
15,6,3,2,2,2,reference,called when file status information has been received,a file info generated for the file,9.709385502639237e-232,0.12383969996431167,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,2
16,1,3,3,1,2,reference,listens for output of the command,called when a message is received,0.0,0.0,0.0,0.0,0.0,1
16,3,2,4,1,1,alex1,called when a message is received,listens for output of the command,0.0,0.0,0.0,0.0,0.0,1
16,4,2,3,2,2,reference,listens for output of the command,called when a message is received,0.0,0.0,0.0,0.0,0.0,1
16,6,2,3,2,1,alex1,called when a message is received,listens for output of the command,0.0,0.0,0.0,0.0,0.0,1
17,1,3,4,1,4,reference,update an already existent user schema,update the schema schema,9.291879812217675e-232,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,2
17,3,4,3,1,2,alex1,update the schema schema,update an already existent user schema,9.291879812217675e-232,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,2
17,4,3,2,2,2,alex1,update the schema schema,update an already existent user schema,9.291879812217675e-232,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,2
17,6,3,1,2,3,reference,update an already existent user schema,update the schema schema,9.291879812217675e-232,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,2
18,1,4,3,1,2,reference,returns all the values associated with the given key,returns all the keys of the specified key,4.476766863915479e-78,0.5515605641153721,0.2521419721670273,0.1470828170974326,1.9636207881546135e-308,4
18,3,3,4,1,3,alex1,returns all the keys of the specified key,returns all the values associated with the given key,4.476766863915479e-78,0.5515605641153721,0.2521419721670273,0.1470828170974326,1.9636207881546135e-308,4
18,4,4,1,1,2,reference,returns all the values associated with the given key,returns all the keys of the specified key,4.476766863915479e-78,0.5515605641153721,0.2521419721670273,0.1470828170974326,1.9636207881546135e-308,4
18,6,2,3,3,1,alex1,returns all the keys of the specified key,returns all the values associated with the given key,4.476766863915479e-78,0.5515605641153721,0.2521419721670273,0.1470828170974326,1.9636207881546135e-308,4
19,1,4,1,1,2,reference,adds a date to the list keeping the list sorted,adds a date to the date,0.39011264866539486,0.4278475991938267,0.4107336952260736,0.385062839274444,0.3422780793550613,4
19,3,3,1,1,2,alex1,adds a date to the date,adds a date to the list keeping the list sorted,0.39011264866539486,0.4278475991938267,0.4107336952260736,0.385062839274444,0.3422780793550613,4
19,4,2,4,2,1,alex1,adds a date to the date,adds a date to the list keeping the list sorted,0.39011264866539486,0.4278475991938267,0.4107336952260736,0.385062839274444,0.3422780793550613,4
19,6,4,1,1,2,reference,adds a date to the list keeping the list sorted,adds a date to the date,0.39011264866539486,0.4278475991938267,0.4107336952260736,0.385062839274444,0.3422780793550613,4
20,1,2,3,3,1,reference,can be overridden by subclasses to customize how the wsa to header is,get the target name of the given url,5.798314605122797e-232,0.0669076785648738,1.190996212064859e-308,1.190996212064859e-308,1.190996212064859e-308,1
20,3,4,2,1,1,alex1,get the target name of the given url,can be overridden by subclasses to customize how the wsa to header is,5.798314605122797e-232,0.0669076785648738,1.190996212064859e-308,1.190996212064859e-308,1.190996212064859e-308,1
20,4,2,4,4,1,reference,can be overridden by subclasses to customize how the wsa to header is,get the target name of the given url,5.798314605122797e-232,0.0669076785648738,1.190996212064859e-308,1.190996212064859e-308,1.190996212064859e-308,1
20,6,4,2,1,1,alex1,get the target name of the given url,can be overridden by subclasses to customize how the wsa to header is,5.798314605122797e-232,0.0669076785648738,1.190996212064859e-308,1.190996212064859e-308,1.190996212064859e-308,1
21,1,2,3,2,2,reference,add compononents to the page,this method initializes <UNK>,0.0,0.0,0.0,0.0,0.0,1
21,3,4,1,1,1,alex1,this method initializes <UNK>,add compononents to the page,0.0,0.0,0.0,0.0,0.0,1
21,4,1,4,2,2,alex1,this method initializes <UNK>,add compononents to the page,0.0,0.0,0.0,0.0,0.0,1
21,6,2,3,2,1,reference,add compononents to the page,this method initializes <UNK>,0.0,0.0,0.0,0.0,0.0,1
22,1,2,3,3,2,reference,modifiactor for the target map from the current configured settings,this method constructs a new target map,4.539324034745998e-155,0.18612544500887301,0.10857317625517594,1.4495000173229606e-308,1.4495000173229606e-308,3
22,3,4,1,1,1,alex1,this method constructs a new target map,modifiactor for the target map from the current configured settings,4.539324034745998e-155,0.18612544500887301,0.10857317625517594,1.4495000173229606e-308,1.4495000173229606e-308,3
22,4,2,4,4,1,reference,modifiactor for the target map from the current configured settings,this method constructs a new target map,4.539324034745998e-155,0.18612544500887301,0.10857317625517594,1.4495000173229606e-308,1.4495000173229606e-308,3
22,6,4,1,1,2,alex1,this method constructs a new target map,modifiactor for the target map from the current configured settings,4.539324034745998e-155,0.18612544500887301,0.10857317625517594,1.4495000173229606e-308,1.4495000173229606e-308,3
23,1,4,1,1,2,reference,capitalizes the first letter of each word,capitalize the first string of the given string,7.176381577237209e-155,0.375,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
23,3,2,1,1,1,alex1,capitalize the first string of the given string,capitalizes the first letter of each word,7.176381577237209e-155,0.375,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
23,4,3,2,2,3,alex1,capitalize the first string of the given string,capitalizes the first letter of each word,7.176381577237209e-155,0.375,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
23,6,4,1,1,3,reference,capitalizes the first letter of each word,capitalize the first string of the given string,7.176381577237209e-155,0.375,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
24,1,4,2,1,4,reference,returns a reference for the root element from the,returns the root element of the resource,4.2874310268234296e-78,0.5367694950537757,0.2504924310250953,0.1502954586150572,1.6720924800836196e-308,4
24,3,4,1,1,3,alex1,returns the root element of the resource,returns a reference for the root element from the,4.2874310268234296e-78,0.5367694950537757,0.2504924310250953,0.1502954586150572,1.6720924800836196e-308,4
24,4,3,2,3,3,reference,returns a reference for the root element from the,returns the root element of the resource,4.2874310268234296e-78,0.5367694950537757,0.2504924310250953,0.1502954586150572,1.6720924800836196e-308,4
24,6,4,1,1,3,alex1,returns the root element of the resource,returns a reference for the root element from the,4.2874310268234296e-78,0.5367694950537757,0.2504924310250953,0.1502954586150572,1.6720924800836196e-308,4
25,1,3,3,2,1,reference,attempts to repair any modules which are in an error state,this method crawls the <UNK>,0.0,0.0,0.0,0.0,0.0,1
25,3,2,4,2,1,alex1,this method crawls the <UNK>,attempts to repair any modules which are in an error state,0.0,0.0,0.0,0.0,0.0,1
25,4,2,4,2,1,alex1,this method crawls the <UNK>,attempts to repair any modules which are in an error state,0.0,0.0,0.0,0.0,0.0,1
25,6,3,3,1,1,reference,attempts to repair any modules which are in an error state,this method crawls the <UNK>,0.0,0.0,0.0,0.0,0.0,1
26,1,4,2,1,4,reference,sets the selected existing script,sets the selected script,7.227401369829121e-78,0.7788007830714049,0.5192005220476033,0.38940039153570244,1.7328892633971685e-308,4
26,3,4,3,1,4,alex1,sets the selected script,sets the selected existing script,7.227401369829121e-78,0.7788007830714049,0.5192005220476033,0.38940039153570244,1.7328892633971685e-308,4
26,4,3,3,2,3,reference,sets the selected existing script,sets the selected script,7.227401369829121e-78,0.7788007830714049,0.5192005220476033,0.38940039153570244,1.7328892633971685e-308,4
26,6,3,3,1,4,alex1,sets the selected script,sets the selected existing script,7.227401369829121e-78,0.7788007830714049,0.5192005220476033,0.38940039153570244,1.7328892633971685e-308,4
27,1,4,1,1,3,reference,public method to set the security level,sets the security mode for the authentication token,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
27,3,4,1,1,3,alex1,sets the security mode for the authentication token,public method to set the security level,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
27,4,3,2,1,3,alex1,sets the security mode for the authentication token,public method to set the security level,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
27,6,4,1,1,2,reference,public method to set the security level,sets the security mode for the authentication token,6.484592771860512e-155,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,3
28,1,3,3,1,4,reference,set the jdai photo to display,sets the photo displayed in the eab,1.331960397810445e-231,0.2857142857142857,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
28,3,4,2,1,2,alex1,sets the photo displayed in the eab,set the jdai photo to display,1.331960397810445e-231,0.2857142857142857,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
28,4,3,2,2,2,reference,set the jdai photo to display,sets the photo displayed in the eab,1.331960397810445e-231,0.2857142857142857,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
28,6,3,3,2,2,alex1,sets the photo displayed in the eab,set the jdai photo to display,1.331960397810445e-231,0.2857142857142857,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
29,1,3,2,2,3,reference,write the scaled and rotated cache file for a photo,creates a new photo from the cache,1.0318643420027732e-231,0.37225089001774603,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,2
29,3,4,2,1,2,alex1,creates a new photo from the cache,write the scaled and rotated cache file for a photo,1.0318643420027732e-231,0.37225089001774603,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,2
29,4,3,2,2,2,alex1,creates a new photo from the cache,write the scaled and rotated cache file for a photo,1.0318643420027732e-231,0.37225089001774603,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,2
29,6,3,2,4,3,reference,write the scaled and rotated cache file for a photo,creates a new photo from the cache,1.0318643420027732e-231,0.37225089001774603,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,2
30,1,2,3,4,1,reference,shake hands with the server,go to the user interface,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
30,3,4,3,1,1,alex1,go to the user interface,shake hands with the server,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
30,4,2,3,3,1,reference,shake hands with the server,go to the user interface,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
30,6,3,3,1,1,alex1,go to the user interface,shake hands with the server,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2
31,1,4,2,1,4,reference,verify the value stored in a cookie using code greater than tag code,tests the cookie number of a cookie,3.272561325903966e-155,0.18187407671869282,0.070728807612825,9.44260925176118e-309,9.44260925176118e-309,2
31,3,4,4,1,2,alex1,tests the cookie number of a cookie,verify the value stored in a cookie using code greater than tag code,3.272561325903966e-155,0.18187407671869282,0.070728807612825,9.44260925176118e-309,9.44260925176118e-309,2
31,4,3,2,2,2,alex1,tests the cookie number of a cookie,verify the value stored in a cookie using code greater than tag code,3.272561325903966e-155,0.18187407671869282,0.070728807612825,9.44260925176118e-309,9.44260925176118e-309,2
31,6,3,3,1,3,reference,verify the value stored in a cookie using code greater than tag code,tests the cookie number of a cookie,3.272561325903966e-155,0.18187407671869282,0.070728807612825,9.44260925176118e-309,9.44260925176118e-309,2
32,1,4,1,1,3,reference,removes a whole passage from the map,removes the given entry from the list of queue,6.7393716283177006e-155,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,3
32,3,3,2,1,1,alex1,removes the given entry from the list of queue,removes a whole passage from the map,6.7393716283177006e-155,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,3
32,4,2,3,2,2,reference,removes a whole passage from the map,removes the given entry from the list of queue,6.7393716283177006e-155,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,3
32,6,3,2,2,2,alex1,removes the given entry from the list of queue,removes a whole passage from the map,6.7393716283177006e-155,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,3
33,1,3,3,2,4,reference,creates a checklist item for the specified list,create a new checklist item,5.094696780347207e-155,0.32928698165641584,0.1372029090235066,1.221146424717419e-308,1.221146424717419e-308,3
33,3,4,1,1,3,alex1,create a new checklist item,creates a checklist item for the specified list,5.094696780347207e-155,0.32928698165641584,0.1372029090235066,1.221146424717419e-308,1.221146424717419e-308,3
33,4,3,3,2,3,alex1,create a new checklist item,creates a checklist item for the specified list,5.094696780347207e-155,0.32928698165641584,0.1372029090235066,1.221146424717419e-308,1.221146424717419e-308,3
33,6,3,1,1,3,reference,creates a checklist item for the specified list,create a new checklist item,5.094696780347207e-155,0.32928698165641584,0.1372029090235066,1.221146424717419e-308,1.221146424717419e-308,3
34,1,4,2,2,3,reference,returns the detail message string of this throwable,returns the message as a string,6.458654791343583e-155,0.47768754038252614,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
34,3,4,2,1,2,alex1,returns the message as a string,returns the detail message string of this throwable,6.458654791343583e-155,0.47768754038252614,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
34,4,4,1,1,3,reference,returns the detail message string of this throwable,returns the message as a string,6.458654791343583e-155,0.47768754038252614,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
34,6,4,1,1,3,alex1,returns the message as a string,returns the detail message string of this throwable,6.458654791343583e-155,0.47768754038252614,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
35,1,3,2,1,4,reference,creates a sample dataset,creates a dataset for a dataset,8.38826642100846e-155,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
35,3,4,3,1,2,alex1,creates a dataset for a dataset,creates a sample dataset,8.38826642100846e-155,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
35,4,3,3,3,2,alex1,creates a dataset for a dataset,creates a sample dataset,8.38826642100846e-155,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
35,6,3,2,1,3,reference,creates a sample dataset,creates a dataset for a dataset,8.38826642100846e-155,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
36,1,4,1,1,2,reference,returns the array of nags as a string delimited by space,get the <UNK> string as a string,3.047091569143471e-78,0.32269606971871956,0.18823937400258642,0.11294362440155187,1.25653953070478e-308,4
36,3,2,4,1,1,alex1,get the <UNK> string as a string,returns the array of nags as a string delimited by space,3.047091569143471e-78,0.32269606971871956,0.18823937400258642,0.11294362440155187,1.25653953070478e-308,4
36,4,3,3,2,2,reference,returns the array of nags as a string delimited by space,get the <UNK> string as a string,3.047091569143471e-78,0.32269606971871956,0.18823937400258642,0.11294362440155187,1.25653953070478e-308,4
36,6,2,4,2,1,alex1,get the <UNK> string as a string,returns the array of nags as a string delimited by space,3.047091569143471e-78,0.32269606971871956,0.18823937400258642,0.11294362440155187,1.25653953070478e-308,4
37,1,4,3,2,2,reference,returns a string representation of this regular expression,prints a tab,2.614591671051252e-232,0.06295853427918728,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,1
37,3,1,4,1,1,alex1,prints a tab,returns a string representation of this regular expression,2.614591671051252e-232,0.06295853427918728,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,1
37,4,3,3,2,2,alex1,prints a tab,returns a string representation of this regular expression,2.614591671051252e-232,0.06295853427918728,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,1
37,6,4,1,1,1,reference,returns a string representation of this regular expression,prints a tab,2.614591671051252e-232,0.06295853427918728,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,1
38,1,4,1,1,3,reference,load and validate the current application specification,load the application specification specification,6.686701276748014e-155,0.5362560368285115,0.16758001150890983,1.491511611267286e-308,1.491511611267286e-308,3
38,3,4,1,1,2,alex1,load the application specification specification,load and validate the current application specification,6.686701276748014e-155,0.5362560368285115,0.16758001150890983,1.491511611267286e-308,1.491511611267286e-308,3
38,4,4,2,2,3,reference,load and validate the current application specification,load the application specification specification,6.686701276748014e-155,0.5362560368285115,0.16758001150890983,1.491511611267286e-308,1.491511611267286e-308,3
38,6,2,3,3,1,alex1,load the application specification specification,load and validate the current application specification,6.686701276748014e-155,0.5362560368285115,0.16758001150890983,1.491511611267286e-308,1.491511611267286e-308,3
39,1,4,2,1,2,reference,removes service from this main form,remove a service from the service,7.57965434483665e-155,0.3333333333333333,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
39,3,3,3,1,3,alex1,remove a service from the service,removes service from this main form,7.57965434483665e-155,0.3333333333333333,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
39,4,3,3,2,2,alex1,remove a service from the service,removes service from this main form,7.57965434483665e-155,0.3333333333333333,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
39,6,3,1,1,2,reference,removes service from this main form,remove a service from the service,7.57965434483665e-155,0.3333333333333333,0.2,2.2250738585072626e-308,2.2250738585072626e-308,3
40,1,3,3,2,2,reference,adds the digit to the indicator text editor,adds a character to the character,6.010455532087301e-155,0.35826565528689464,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
40,3,2,4,1,1,alex1,adds a character to the character,adds the digit to the indicator text editor,6.010455532087301e-155,0.35826565528689464,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
40,4,3,2,1,2,reference,adds the digit to the indicator text editor,adds a character to the character,6.010455532087301e-155,0.35826565528689464,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
40,6,2,4,2,1,alex1,adds a character to the character,adds the digit to the indicator text editor,6.010455532087301e-155,0.35826565528689464,0.14330626211475786,1.594335087959687e-308,1.594335087959687e-308,3
